pert_id,pert_iname,pubchem_cid,SMILES
BRD-K16263791,BRD-K16263791,,COc1cccc(c1)C(=O)Cc1nc2ccc(cc2nc1O)C(=O)NCCc1cccc(C)c1
BRD-K16264250,BRD-K16264250,,CO[C@H]1CN(C)C(=O)c2ccc(NC(C)=O)cc2OC[C@H](C)N(CC2CC2)C[C@@H]1C
BRD-K16266179,BRD-K16266179,,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(C)(=O)=O)Oc2ccc(NC(=O)Cc3ccccc3)cc2C1=O
BRD-K16267084,BRD-K16267084,,CO[C@H]1CN(C)C(=O)c2cc(NC(=O)c3ccc(F)cc3)ccc2OC[C@@H](C)NC[C@H]1C
BRD-K16268342,BRD-K16268342,,COc1cccc(c1O)-c1nc(NCCN2CCOCC2)c2ccccc2n1
BRD-K16268355,BRD-K16268355,,CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)Cc3ccccc3)cc2OC[C@H](C)N(C)C[C@H]1C
BRD-K16274875,BRD-K16274875,60185283,O=C(C1CC1)N1C[C@H]2N[C@@H](C1)[C@@H]2c1ccc(cc1)-c1cncnc1
BRD-K16276539,BRD-K16276539,54649786,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)C[C@H](CN(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N)c1ccccc1
BRD-K16277217,PIPERACETAZINE,19675,CC(=O)c1ccc2Sc3ccccc3N(CCCN4CCC(CCO)CC4)c2c1
BRD-K16279128,BRD-K16279128,,CO[C@H]1CN(C)C(=O)c2ccc(NC(C)=O)cc2OC[C@@H](C)N(Cc2ccc(OC)cc2)C[C@H]1C
BRD-K16290432,BRD-K16290432,23863781,OCCCOc1ccc(cc1)C2=N[C@@](Cc3ccccc3CN=[N+]=[N-])([C@@H](O2)c4ccccc4)C(=O)NCc5ccccc5
BRD-K16297709,BRD-K16297709,10724564,C[C@@H]1C[C@H](O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3O[C@H](COC(=O)C)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)[C@]4(C)[C@H](CCC=C4C)[C@@]1(C)CC[C@](C)(O[C@@H]5O[C@H](C)[C@H](O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)[C@H](O)[C@H]5O)C=C
BRD-K16300438,BRD-K16300438,4919237,COc1ccc(NC2=C(NC(=O)C)C(=O)c3ccccc3C2=O)cc1
BRD-K16304302,BRD-K16304302,,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccncc2)Oc2ccc(NC(=O)NC3CCCCC3)cc2C1=O
BRD-K16305571,BRD-K16305571,,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2ccccc2)OCCCC[C@@H](C)Oc2ccc(cc2C1=O)N(C)C
BRD-K16306049,BRD-K16306049,54646515,OC[C@H]1O[C@@H](CC(=O)NCc2ccc(Oc3ccccc3)cc2)C[C@H]2[C@@H]1Oc1ccc(NS(=O)(=O)c3ccc(F)cc3)cc21
BRD-K16309743,BRD-K16309743,876559,COc1ccccc1CN2CCN(Cc3cccnc3)CC2
BRD-K16310506,BRD-K16310506,,CCNC(=O)[C@@H]1[C@@H](CO)[C@@H]2Cn3c(ccc(-c4ccccc4)c3=O)[C@@H]2N1CC
BRD-K16312305,BRD-K16312305,,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)CC2CCOCC2)Oc2ncc(cc2C1=O)-c1cccc(F)c1
BRD-K16318272,BRD-K16318272,60185067,COc1ccc2c3c([nH]c2c1)[C@H](CO)N(C[C@]31CCN(CC2CCOCC2)CC1)C(=O)Nc1ccc(F)cc1
BRD-K16321257,BRD-K16321257,,COc1ccc(cc1)\C=C1/N=C(SC)N(C1=O)c1ccccc1OC
BRD-K16323731,BRD-K16323731,54657644,CN1CCN(CC1)C(=O)C[C@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2C(=O)Nc2ccc3OCOc3c2)O1
BRD-K16323978,BRD-K16323978,,CCOC(=O)\C=C\C(=O)OCC(=O)Nc1ccc(Cl)cn1
BRD-K16324754,BRD-K16324754,,CCCC(=O)Nc1nn(C)c2nc3cc(C)ccc3cc12
BRD-K16329066,BRD-K16329066,60185130,Fc1ccccc1-c1ccc(cc1)[C@H]1[C@H]2CN(Cc3ccccn3)C[C@@H]1N2
BRD-K16329620,BRD-K16329620,,COC(=O)c1sc(cc1NC(=O)CSCC(O)=O)-c1ccc(cc1)C(C)(C)C
BRD-K16330310,BRD-K16330310,,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2cccc(F)c2)OCc2ccccc2-c2ccccc2C1=O
BRD-K16331350,BRD-K16331350,54649516,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@@H](C)[C@@H](CN(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N)OC
BRD-K16331660,BRD-K16331660,23891545,COc1ccccc1CN2[C@@H](c3ccc(CO)cc3)[C@]4(Cc5ccccc5N(CC(F)(F)F)C4=O)c6ccccc6C2=O
BRD-K16331797,BRD-K16331797,,CNC[C@H]1OCCCC[C@H](C)Oc2ccc(NS(C)(=O)=O)cc2C(=O)N(C[C@H]1C)[C@@H](C)CO
BRD-K16332856,BRD-K16332856,54646514,OC[C@H]1O[C@H](CC(=O)NCc2cc(F)ccc2F)C[C@@H]2[C@H]1Oc1ccc(NC(=O)c3ccc4OCOc4c3)cc21
BRD-K16336526,CAPSAICIN,1548942,COc1cc(CNC(=O)CCCC/C=C\C(C)C)ccc1O
BRD-K16338247,BRD-K16338247,,COc1ccc(c(OC)c1)-c1cc(C(=O)NN=Cc2ccc3OCOc3c2)c2ccccc2n1
BRD-K16339566,BRD-K16339566,54631308,CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)C3CCOCC3)cc2OC[C@@H](C)NC[C@H]1C
BRD-K16344244,BRD-K16344244,54649071,CO[C@@H](CN(C)S(=O)(=O)c1ccc(F)cc1)[C@@H](C)CN(Cc1ccccc1Cl)[C@@H](C)CO
BRD-K16346331,BRD-K16346331,2218860,CCOc1ccccc1C(=O)Oc2c(c(C)nn2c3ccccc3)S(=O)(=O)c4ccc(C)cc4
BRD-K16347954,BRD-K16347954,54660748,OC[C@H]1[C@@H]2Cn3c(ccc(C4=CCCC4)c3=O)[C@H]([C@@H]1C(=O)N1CCOCC1)N2C(=O)c1ccncc1
BRD-K16348047,BRD-K16348047,54649350,COc1cccc(CNC(=O)c2cc3CN([C@H](CCO)c3c(n2)-c2cccc(c2)-c2ccc(cc2)C#N)[S@](=O)C(C)(C)C)c1
BRD-K16354233,BRD-K16354233,,Cc1cc(Cl)c(cc1OCC(=O)Nc1nncs1)S(=O)(=O)NC1CCCCC1
BRD-K16355056,BRD-K16355056,,CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)C3CC3)cc2OC[C@@H](C)N(CC2CCOCC2)C[C@H]1C
BRD-K16357911,BRD-K16357911,,NC(=O)c1oc2ccccc2c1NC(=O)c1ccccc1
BRD-K16358524,BRD-K16358524,50897562,COc1c(ccc2OC(C)(C)C=Cc12)C(=O)\C=C\c1ccccc1
BRD-K16360094,BRD-K16360094,44619967,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(cc2)C(F)(F)F)OCCCC[C@@H](C)Oc3ccc(NC(=O)c4ccncc4)cc3C1=O
BRD-K16361400,BRD-K16361400,,Cc1cc(C)cc(OCC(=O)Nc2cccc(c2)-c2nnc(o2)-c2ccco2)c1
BRD-K16364953,BRD-K16364953,,FC(F)Oc1ccccc1NCC(=O)N1CCc2ccccc12
BRD-K16370162,BRD-K16370162,44500836,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccncc2)Oc3ccc(NC(=O)Nc4cccc5ccccc45)cc3CC1=O
BRD-K16372954,BRD-K16372954,54649290,CO[C@@H](CN(C)C(=O)C1CCOCC1)[C@H](C)CN([C@H](C)CO)S(=O)(=O)c1ccccc1
BRD-K16376056,BRD-K16376056,54620416,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2cccnc2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4
BRD-K16383683,BRD-K16383683,60191186,CCS(=O)(=O)N1C[C@@H]2[C@@H]([C@@H](CO)N2C(=O)C1)c1ccc(cc1)-c1cccc(F)c1
BRD-K16387460,BRD-K16387460,,O=C(Cn1nnc(n1)-c1ccncc1)N1CCc2ccccc12
BRD-K16395143,BRD-K16395143,,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)Nc3ccccc3F)ccc2OC[C@H](C)N(C[C@H]1C)C(C)=O
BRD-K16399103,BRD-K16399103,54637910,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)CCN(C)C)OCc2ccccc2-c2ccccc2C1=O
BRD-K16401691,BRD-K16401691,54654540,CN1[C@@H]2CC[C@@H](CC(=O)NCC3CCCCC3)O[C@@H]2COc2ccc(NC(=O)c3cnccn3)cc2C1=O
BRD-K16403365,BRD-K16403365,,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc3OCOc3c2)Oc2cc(ccc2S1(=O)=O)-c1cccc(c1)C(=O)N(C)C
BRD-K16406336,METHYLENE-BLUE,4139,CN(C)c1ccc2nc3ccc(cc3[s+]c2c1)N(C)C
BRD-K16410418,BRD-K16410418,54646219,CN(C)c1ccc2O[C@@H]3[C@@H](C[C@@H](CC(=O)NCc4ccc(Oc5ccccc5)cc4)O[C@H]3CO)c2c1
BRD-K16411174,BRD-K16411174,,CN(C)CCNC(=O)c1cc2cc(Br)ccc2oc1=O
BRD-K16413530,BRD-K16413530,54649981,COc1ccc(cc1)-c1ccc(cc1)[C@@H]1[C@H](CO)N([C@@H]1C#N)C(=O)NC1CCCCC1
BRD-K16420971,BRD-K16420971,,COc1ccc(NC(=O)CSc2nccn2Cc2ccccc2)cc1
BRD-K16421840,BRD-K16421840,54649602,CO[C@H]1CC[C@@H]2CCOc3c(cccc3C(=O)N(C)C[C@@H](OC)[C@@H](C)C(=O)N(C)C[C@@H]1O2)C#N
BRD-K16422757,BRD-K16422757,54658075,O[C@@H]1COC[C@H]2O[C@@H](CC(=O)NCCc3ccccc3)CC[C@@H]2N(Cc2ccc(Cl)cc2)C1
BRD-K16425314,BRD-K16425314,54660774,OC[C@H]1[C@@H]2Cn3c(cccc3=O)[C@H]([C@@H]1C(=O)NCc1ccc(F)cc1)N2C(=O)Cc1ccccn1
BRD-K16425675,BRD-K16425675,60185248,COc1ccccc1NC(=O)N1C[C@H]2N[C@@H](C1)[C@@H]2c1ccc(\C=C\c2ccccc2)cc1
BRD-K16427437,BRD-K16427437,,Cc1cc(O)n(n1)-c1ccc(cc1)C(O)=O
BRD-K16429826,BRD-K16429826,,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)C2CCOCC2)Oc2ncc(cc2C1=O)C1=CCCC1
BRD-K16431811,BRD-K16431811,,CC(C)n1c(Nc2ccccc2)nc2ccccc12
BRD-K16432886,BRD-K16432886,,CCCN(C)C[C@H]1OCCCC[C@H](C)Oc2ccc(NS(=O)(=O)c3ccccc3)cc2C(=O)N(C[C@H]1C)[C@@H](C)CO
BRD-K16434151,BRD-K16434151,54654297,CN1[C@@H]2CC[C@H](CC(=O)NCC3CCCCC3)O[C@H]2COc2ccc(NC(=O)c3cccc(F)c3)cc2C1=O
BRD-K16436767,BRD-K16436767,44619176,COc1ccc(cc1)S(=O)(=O)Nc2ccc3O[C@@H](C)CCCCO[C@H](CN(C)CC4CCCCC4)[C@@H](C)CN([C@H](C)CO)C(=O)c3c2
BRD-K16442062,BRD-K16442062,,COc1ccc(NC(=O)c2sccc2C)cn1
BRD-K16444452,IBUDILAST,3671,CC(C)C(=O)c1c(nn2ccccc12)C(C)C
BRD-K16455772,BRD-K16455772,,CS(=O)(=O)Nc1ccc2O[C@H]3[C@H](C[C@@H](CC(=O)N4CCOCC4)O[C@@H]3CO)c2c1
BRD-K16460672,BRD-K16460672,,O=C1N(C(=S)S\C1=C/c1nc2ccccc2[nH]1)c1ccc2ccccc2c1
BRD-K16464815,BRD-K16464815,54615076,COc1ccc(NC(=O)Nc2ccc3O[C@H](C)CCCCO[C@H](CN(C)CC4CC4)[C@H](C)CN([C@@H](C)CO)C(=O)c3c2)cc1
BRD-K16466792,BRD-K16466792,54654586,COc1cccc(c1)C(=O)Nc1ccc2OC[C@H]3O[C@@H](CC(=O)NCCCN4CCOCC4)CC[C@H]3N(C)C(=O)c2c1
BRD-K16468319,BRD-K16468319,,CC(C)NC(=O)N(C)C[C@@H]1Oc2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2C(=O)N(C[C@H]1C)[C@@H](C)CO
BRD-K16469239,BRD-K16469239,,CCNC(=O)C[C@@H]1O[C@H](CO)[C@@H](NS(=O)(=O)c2ccc(F)cc2)C=C1
BRD-K16472144,BRD-K16472144,9551230,Cc1ccc(cc1)S(=O)(=O)NCc2ccc(cc2)C(=O)N3CCN(Cc4ccccc4)CC3
BRD-K16472441,BRD-K16472441,54654488,CN1[C@H]2CC[C@@H](CC(=O)NCc3ccc(Cl)cc3)O[C@H]2COc2ccc(NC(=O)Nc3c(C)noc3C)cc2C1=O
BRD-K16473785,BRD-K16473785,,O=C1N(Cc2cccnc2)C(=S)S\C1=C/c1ccc(OCC#C)cc1
BRD-K16474819,METACETAMOL,,CC(=O)Nc1cccc(O)c1
BRD-K16478699,PLX-4720,24180719,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F
BRD-K16479784,BRD-K16479784,,COC(=O)c1ccccc1NC(=O)c1ccc(o1)-c1cccc(Cl)c1
BRD-K16479870,BRD-K16479870,54619161,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2cc(F)ccc2F)Oc2cc(ccc2S1(=O)=O)C#CC1CCCC1
BRD-K16480639,BRD-K16480639,54618742,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccccc2F)Oc2ncc(cc2C1=O)C#Cc1cccnc1
BRD-K16481946,BRD-K16481946,60185145,CCCNC(=O)N1C[C@]2(CN(C2)C(=O)Cc2cccnc2)c2c([nH]c3cc(OC)ccc23)[C@@H]1CO
BRD-K16483711,BRD-K16483711,60189798,CCCNC(=O)N1C[C@]2(CN(C2)C(=O)c2cnccn2)c2c([nH]c3cc(OC)ccc23)[C@@H]1CO
BRD-K16485616,MCG-D0103,9865515,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(n2)-c2cccnc2)cc1
BRD-K16491556,BRD-K16491556,,CCOc1ccccc1CN(CCc1ccc2OCOc2c1)Cc1ccccn1
BRD-K16496140,BRD-K16496140,,CC(C)(C)c1ccc(C=NNc2nncn2N)cc1
BRD-K16496880,BRD-K16496880,,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C)OCCCC[C@H](C)Oc2ccc(NS(=O)(=O)c3ccc(F)cc3)cc2C1=O
BRD-K16502264,BRD-K16502264,,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)NC3CCCCC3)ccc2OC[C@@H](C)N(C[C@H]1C)C(C)=O
BRD-K16503119,BRD-K16503119,54631042,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)CC2CCCC2)Oc3cc(ccc3S1(=O)=O)C4=CCCC4
BRD-K16503458,BRD-K16503458,,CCCCCC(=O)NC(=S)Nc1ccc(N2CCCCC2)c(Cl)c1
BRD-K16506419,BRD-K16506419,54631738,CO[C@H]1CN(C)C(=O)c2cc(NC(=O)C3CCC3)ccc2OC[C@@H](C)N(C)C[C@@H]1C
BRD-K16506804,BRD-K16506804,54646415,CN(C)c1ccc2O[C@H]3[C@H](C[C@H](CC(=O)N4CCc5ccccc5C4)O[C@H]3CO)c2c1
BRD-K16508644,BRD-K16508644,,COc1ccc(cc1Cl)C1C2=C(CCCC2=O)N(CC(O)=O)C2=C1C(=O)CCC2
BRD-K16508793,DIAZEPAM,3016,CN1c2ccc(Cl)cc2C(=NCC1=O)c1ccccc1
BRD-K16509257,BRD-K16509257,,CCOc1ccc2nc3SC(=NC)N(CCOC)Cc3cc2c1
BRD-K16512302,BRD-K16512302,54661363,OC[C@H]1[C@@H]2Cn3c(cccc3=O)[C@@H]2N([C@@H]1C(=O)NCC(F)(F)F)C(=O)C1CC1
BRD-K16514883,BRD-K16514883,54649245,CO[C@H](CN(C)C(=O)Nc1ccc(Cl)cc1)[C@@H](C)CN(Cc1ccccc1Cl)[C@@H](C)CO
BRD-K16518464,BRD-K16518464,,CCCNC(=O)Nc1ccc2OC[C@@H](C)N(C)C[C@H](C)[C@@H](CN(C)C(=O)c2c1)OC
BRD-K16525290,BRD-K16525290,,CCCC#Cc1ccc2c(O[C@@H](CN(C)S(=O)(=O)c3cccc(OC)c3)[C@H](C)CN([C@@H](C)CO)S2(=O)=O)c1
BRD-K16526787,BRD-K16526787,,CCC(=O)Nc1ccc2c(OC[C@H](C)N(Cc3cncnc3)C[C@H](C)[C@@H](CN(C)C2=O)OC)c1
BRD-K16528326,BRD-K16528326,,[O-][N+](=O)c1cc(ccc1N1CCN(CC1)c1ccccc1)S(=O)(=O)C(F)(F)F
BRD-K16533489,I-606051,23891056,CCc1cccc(NC(=O)O[C@@H]2[C@@H](CO)O[C@H](OC)[C@H](OC(=O)Nc3ccccc3c4ccccc4)[C@H]2OC(=O)Nc5ccccc5c6ccccc6)c1
BRD-K16533918,BRD-K16533918,54650107,COc1ccccc1NC(=O)N1[C@@H](CO)[C@H]([C@@H]1C#N)c1ccccc1
BRD-K16535949,BRD-K16535949,44488211,CC(C)NC(=O)N(C)C[C@H]1OCCCC[C@H](C)Oc2ccc(NC(=O)CCC(F)(F)F)cc2C(=O)N(C[C@H]1C)[C@H](C)CO
BRD-K16539011,BRD-K16539011,54649678,CO[C@@H]1CC[C@@H]2CCOc3ccc(cc3C(=O)N(C)[C@@H](C)C(=O)N(C)C[C@H]1O2)C#N
BRD-K16541732,BRD-K16541732,23777756,COc1ccc(cc1)[Si](C)(C)[C@H]2[C@H](C)[C@]3(O[C@@H]2CC(=O)N(CCO)Cc4ccccc4)C(=O)N(Cc5ccc(cc5)N6CCOC6=O)c7ccccc73
BRD-K16542329,ZAPRINAST,5722,CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1
BRD-K16542972,BRD-K16542972,,CCN(CC)c1ccc(\C=C2/C(=O)NC(=S)N(CC)C2=O)c(OC)c1
BRD-K16551401,PNU-22394,27559,Cn1c2CCNCCc2c2ccccc12
BRD-K16551475,BRD-K16551475,,CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)c3cccc(OC)c3)cc2OC[C@@H](C)N(CC2CC2)C[C@@H]1C
BRD-K16552772,BRD-K16552772,60191249,CS(=O)(=O)N1C[C@H]2[C@@H]([C@H](CO)N2C(=O)C1)c1ccc(Br)cc1
BRD-K16554464,BRD-K16554464,,CNC[C@@H]1OCCCC[C@H](C)Oc2ccc(cc2C(=O)N(C[C@@H]1C)[C@H](C)CO)N(C)C
BRD-K16554956,PTB1,24857885,OP(O)(=O)C(F)(F)c1cc2cc(ccc2cc1Br)C#N
BRD-K16557457,BRD-K16557457,,Cc1nnc2sc(nn12)-c1ccc(C)c(NC(=O)c2cccnc2)c1
BRD-K16560691,BRD-K16560691,,COc1ccc(cc1)-c1nn(cc1C=NNS(=O)(=O)c1ccccc1)-c1ccccc1
BRD-K16561280,BRD-K16561280,44485087,CC(C)NC(=O)Nc1ccc2O[C@@H](C)CCCCO[C@H](CN(C)C(=O)c3ccncc3)[C@H](C)CN([C@H](C)CO)C(=O)c2c1
BRD-K16561564,BRD-K16561564,56835419,CC(C)COC(=O)N(C)C[C@@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@H]1C)[C@H](C)CO
BRD-K16563572,BRD-K16563572,44617325,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(F)(F)F)Oc3ccc(NC(=O)Nc4ccccc4)cc3CC1=O
BRD-K16565261,BRD-K16565261,,COc1ccccc1-c1c(C)oc2c(CN3CCN(CCO)CC3)c(O)ccc2c1=O
BRD-K16567490,BRD-K16567490,46903556,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Cc2cccnc2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4
BRD-K16568308,BRD-K16568308,,CC(C)Oc1ccc(cc1)C(=O)CCN1CCCCC1
BRD-K16569034,BRD-K16569034,,OC(=O)c1cccnc1-c1ncccc1C(O)=O
BRD-K16570418,BRD-K16570418,,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)CC2CC2)Oc2ccc(NC(=O)Cc3ccccc3)cc2CC1=O
BRD-K16573415,BRD-K16573415,,OC[C@@H]1O[C@H](CC(=O)NCc2cccc(F)c2)C=C[C@H]1NC(=O)CN1CCOCC1
BRD-K16578870,BRD-K16578870,,Cc1nnc2sc(nn12)-c1cccc2ccccc12
BRD-K16582605,WY-01-034,70680403,C[C@@H]1C\C=C\CCC(=O)N[C@@H](CC(=O)O1)c1ccccc1
BRD-K16588281,BRD-K16588281,54649872,COc1ccc(C[C@H]2CCn3cc(COC[C@@H](NC2=O)c2ccccc2)nn3)cc1
BRD-K16598630,NEOCUPROINE,,Cc1ccc2ccc3ccc(C)nc3c2n1
BRD-K16602560,BRD-K16602560,,CCCN(C)C[C@H]1Oc2ncc(cc2C(=O)N(C[C@H]1C)[C@@H](C)CO)C#CCC(C)C
BRD-K16604218,KUC111109N,56928031,O=C(NC1=C(N2CCN(CC2)c2ccccc2)C(=O)c2ccccc2C1=O)c1ccccc1
BRD-K16604360,"R(-)-2,10,11-TRIHYDROXY-N-PROPYL-NORAPORPHINE",23640911,CCCN1CCc2cc(O)cc-3c2[C@H]1Cc1ccc(O)c(O)c-31
BRD-K16604405,BRD-K16604405,,OC[C@@H]1O[C@H](CC(=O)NCc2ccncc2)C[C@@H]2[C@H]1Oc1ccc(NC(=O)C3CCC3)cc21
BRD-K16605233,BRD-K16605233,54649668,CO[C@H]1CC[C@H]2CCOc3ccc(cc3C(=O)N(C)C[C@H](C)C(=O)N(C)C[C@H]1O2)C#N
BRD-K16606819,TRIMETHADIONE,5576,CN1C(=O)OC(C)(C)C1=O
BRD-K16618170,BRD-K16618170,44620895,Cc1ccc(OCCOc2ccc(Cl)cc2Cl)c(Br)n1
BRD-K16619158,BRD-K16619158,56835386,CO[C@H](C(=O)N(C)C[C@H]1OCc2ccccc2-c2c(C(=O)N(C[C@@H]1C)[C@H](C)CO)n(C)c1ccccc21)c1ccccc1
BRD-K16619620,BRD-K16619620,,FC(F)(F)c1ccc(NC(=O)c2cc(nc3ccc(Br)cc23)-c2cccnc2)cc1
BRD-K16621373,BRD-K16621373,60189868,COc1ccc2c3c([nH]c2c1)[C@H](CO)N(Cc1ccccc1)C[C@]31CN(C1)C(=O)Nc1cccc(F)c1
BRD-K16621460,BRD-K16621460,,OC[C@@H]1O[C@H](CC(=O)NCc2cccnc2)C[C@H]2[C@@H]1Oc1ccc(NC(=O)Cc3ccncc3)cc21
BRD-K16621777,ENOBOSARM,25226380,C[C@@](O)(COc1ccc(cc1)C#N)C(=O)Nc1ccc(C#N)c(c1)C(F)(F)F
BRD-K16625384,BRD-K16625384,44493807,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(=O)O)Oc3ccc(NC(=O)Cc4ccccc4)cc3C1=O
BRD-K16626032,BRD-K16626032,,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)NC2CCCCC2)OCCCC[C@@H](C)Oc2ccc(cc2C1=O)N(C)C
BRD-K16633334,BRD-K16633334,54649621,CO[C@@H]1CC[C@H]2CCOc3c(cccc3C(=O)N(C)C[C@H](OC)[C@@H](C)C(=O)N(C)C[C@H]1O2)C#N
BRD-K16633354,BRD-K16633354,44490257,CC(C)NC(=O)Nc1ccc2O[C@H](C)CCCCO[C@@H](CN(C)C(=O)Cc3ccccc3)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1
BRD-K16636143,BRD-K16636143,54649316,CO[C@H](CN(C)S(=O)(=O)c1cccc(Cl)c1)[C@H](C)CN([C@H](C)CO)S(=O)(=O)c1ccc(Cl)cc1
BRD-K16641781,BRD-K16641781,,Clc1ccc(COn2nnc3ccccc23)c(Cl)c1
BRD-K16643204,BRD-K16643204,60190079,COc1ccc2c3c([C@@H](CO)N(C[C@]33CCN(CC3)C(=O)Nc3cccc(F)c3)C(=O)CN3CCOCC3)n(C)c2c1
BRD-K16643911,BRD-K16643911,,CNC[C@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)Cc3ccccc3)cc2C(=O)N(C[C@H]1C)[C@H](C)CO
BRD-K16663346,BRD-K16663346,60189242,COc1cccc(c1)-c1ccc(cc1)[C@H]1[C@H](CO)N2[C@@H]1CNCC2=O
BRD-K16664969,GTP 14564,3385203,c1ccc(cc1)-c1n[nH]c2c1oc1ccccc21
BRD-K16667431,BRD-K16667431,54649927,CN(C)C(=O)c1ccc(cc1)-c1ccc(cc1)[C@@H]1[C@@H](CO)N([C@H]1C#N)S(C)(=O)=O
BRD-K16670438,BRD-K16670438,,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc3cccnc3c2)OCc2cnnn2CCCC1=O
BRD-K16670827,BRD-K16670827,44505441,COc1ccc(NC(=O)N(C)C[C@H]2OCc3cn(CCCC(=O)N(C[C@H]2C)[C@@H](C)CO)nn3)c(OC)c1
BRD-K16671107,BRD-K16671107,44485068,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2ccc(cc2)N2CCN(C)CC2)OCc2cnnn2CCCC1=O
BRD-K16673836,BRD-K16673836,54664945,CN(C)C(=O)c1cccc(c1)-c1ccc2N[C@H](CO)[C@@H]3CCN(Cc4nccs4)[C@@H]3c2c1
BRD-K16681480,BRD-K16681480,,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C)OCCCC[C@@H](C)Oc2ccc(NC(=O)Nc3cccc4ccccc34)cc2C1=O
BRD-K16682693,BRD-K16682693,,COc1ccc(NC(=O)Nc2ccc3O[C@H]4[C@H](C[C@@H](CC(=O)N5CCc6ccccc6C5)O[C@H]4CO)c3c2)cc1
BRD-K16686330,BRD-K16686330,,CC(C)NC(=O)N(C)C[C@@H]1Oc2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2C(=O)N(C[C@H]1C)[C@H](C)CO
BRD-K16689648,BRD-K16689648,,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccncc2)OCCCC[C@H](C)Oc2ccc(cc2C1=O)N(C)C
BRD-K16694974,BRD-K16694974,,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)c2cccc(F)c2)Oc2ncc(cc2C1=O)-c1ccc(C)cc1
BRD-K16695519,(R)-(+)-BAY K 8644,,COC(=O)C1=C(C)NC(C)=C([C@@H]1c1ccccc1C(F)(F)F)[N+]([O-])=O
BRD-K16698366,BRD-K16698366,,Cc1nn(-c2nc3ccccc3s2)c(N)c1Sc1ccc(F)cc1
BRD-K16698502,BRD-K16698502,60189399,COC(=O)c1ccc(CN2C[C@H]3[C@H]([C@H](CO)N3C(=O)C2)c2ccc(cc2)-c2cccnc2)cc1
BRD-K16700055,BRD-K16700055,,O=C(NNC1=NC(=O)CS1)c1ccccc1
BRD-K16701932,GLY-GLY-PALO,172813,NCC(=O)NCC(=O)N[C@@H](CCCNC(=O)CP(O)(O)=O)C(O)=O
