endpoint,CV_AUC_mean,CV_AUC_std,Held_out_AUC,Held_out_AUCPR,Held_out_BA,Held_out_F1,Held_out_FN,Held_out_FP,Held_out_MCC,Held_out_Sensitivity,Held_out_Specificity,Held_out_TN,Held_out_TP
DICTrank,0.698334422657952,0.06489949651792985,0.8406153846153845,0.9325183395744512,0.6907692307692308,0.8421052631578948,9.0,12.0,0.3976483732048504,0.8615384615384616,0.52,13.0,56.0
