Standardized_SMILES,DICTrank
CNC(=O)c1cnn(-c2nc(=N)c3ncn(C4OC(CO)C(O)C4O)c3[n-]2)c1,1
CNS(=O)(=O)Cc1ccc2[nH]cc(CC[NH+](C)C)c2c1,1
COc1cc2nccc(Oc3ccc(NC(=O)N=c4cc(C)o[n-]4)c(Cl)c3)c2cc1OC,1
OCCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,1
CC#CCn1c(N2CCCC([NH3+])C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,1
COc1ccc(C(=O)Nc2ccccc2CCC2CCCC[NH+]2C)cc1,1
CC(C)(O)CN=c1[n-]c(-c2cccc(C(F)(F)F)n2)nc(=Nc2ccnc(C(F)(F)F)c2)[n-]1,1
COc1nc2ccc(Br)cc2cc1C(c1ccccc1)C(O)(CC[NH+](C)C)c1cccc2ccccc12,1
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)[NH+]1CO[P](=O)(=O)O,1
CC12CCC3c4ccc(OC(=O)[NH+](CCCl)CCCl)cc4CCC3C1CCC2O[P](=O)(=O)O,1
Cc1c[n-]c(=NC(=O)C2C(=O)c3ccccc3S(=O)(=O)[NH+]2C)s1,1
O=C1NCC[NH+]1CC[NH+]1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,1
[NH3+]C(C(=O)[O-])C(O)c1ccc([O-])c([O-])c1,1
CC[NH+](CCO)CCCC(C)N=c1cc[n-]c2cc(Cl)ccc12,1
CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-],1
COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,1
C[NH+](CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,1
CCCCCCCCCCCCCCOS(=O)(=O)[O-],1
CCCCCCC(=O)OC1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,1
COc1ccc(C[NH+]2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,1
Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1,1
COCC(=O)OC1(CC[NH+](C)CCCc2nc3ccccc3[n-]2)CCc2cc(F)ccc2C1C(C)C,1
CCCCC(=O)OC1CCC2C3CCc4cc([O-])ccc4C3CCC12C,1
COCCc1ccc(OCC(O)C[NH2+]C(C)C)cc1,1
COCC(NC(C)=O)C(=O)NCc1ccccc1,1
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)CCC3CCCC3)CCC12,1
CC12CCC3c4ccc([O-])cc4CCC3C1CCC2O,1
C[NH+](C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,1
[NH3+]C(CC(=O)[NH+]1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,1
CS(=O)(=O)c1ccc(-c2coc([O-])c2-c2ccccc2)cc1,1
CC(=O)C1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,1
C[NH+](C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12,1
COC(=O)NC(C(=O)[N-]N(Cc1ccc(-c2ccccn2)cc1)CC(O)C(Cc1ccccc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C,1
CS(=O)(=O)CC[NH2+]Cc1ccc(-c2ccc3[n-]cnc(=Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,1
CO[N-]C(=O)Nc1ccc(-c2sc3c(c2C[NH+](C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,1
COc1ccc2cc(C(C)C(=O)[O-])ccc2c1,1
[NH3+]C(Cc1cc(I)c(Oc2cc(I)c([O-])c(I)c2)c(I)c1)C(=O)[O-],1
CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,1
COc1ccc2cc(CCC(C)=O)ccc2c1,1
N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,1
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I,1
Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)[N-]OCCO)cc21,1
CC[N+](C)(C)c1cccc([O-])c1,1
Cn1c(=O)c2c(ncn2C)n(C)c1=O,1
CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[n-]1,1
CSc1ccc(OCc2ncc([N+](=O)[O-])n2C)cc1,1
CC(C)(C)[NH2+]CC(O)c1cc([O-])cc([O-])c1,1
C[NH+](C)C(=O)c1cc2c[n-]c(=Nc3ccc(N4CC[NH2+]CC4)cn3)nc2n1C1CCCC1,1
COc1cc2c(cc1[O-])CC[NH2+]C21CSC2c3c(OC(C)=O)c(C)c4c(c3C(COC1=O)[NH+]1C(O)C3Cc5cc(C)c(OC)c([O-])c5C(C21)[NH+]3C)OCO4,1
C[NH2+]C1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,1
N#Cc1ccc(C2CCc3cncn32)c(F)c1,1
Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl,1
COc1cc2c(=Nc3ccc(Br)cc3F)[n-]cnc2cc1OCC1CC[NH+](C)CC1,1
O=C(C(O)C(O)O)C(O)C(O)CO,1
C[NH+]1C(C(=O)N=c2cccc[n-]2)C(=O)c2ccccc2S1(=O)=O,1
COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,1
CC(C)[NH+](CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,1
Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)[N-]OCCO)cc21,1
CC12CC3CC(C)(C1)CC([NH3+])(C3)C2,1
COc1ccc(CN=c2[n-]c([NH+]3CCCC3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,1
CC(C)C([NH3+])C(=O)OCC(CO)OCn1cnc2c(=O)[n-]c(=N)[n-]c21,1
Fc1ccc(C2CC[NH2+]CC2COc2ccc3c(c2)OCO3)cc1,1
Cc1nc2c([n-]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2,1
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CC[NH+](CCC(=O)OC)CC1,1
CC(C)Oc1ccc(-c2nc(-c3cccc4c3CCC4[NH2+]CCO)no2)cc1C#N,1
O=C(NC1CC[NH+](CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,1
CC(CN1c2ccccc2Sc2ccccc21)[NH+](C)C,1
CC(CCc1ccc([O-])cc1)[NH2+]CCc1ccc([O-])c([O-])c1,1
Cc1ccsc1C(=CCC[NH+]1CCCC(C(=O)[O-])C1)c1sccc1C,1
Cc1c(-c2ccccc2)oc2c(C(=O)OCC[NH+]3CCCCC3)cccc2c1=O,1
CCCCCC(C)(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)[O-],1
COc1c(CC=C(C)CCC(=O)[O-])c([O-])c2c([O-])occ2c1C,1
COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)[O-])c(C)c1C,1
COc1cc(N2CCC([NH+]3CC[NH+](C)CC3)CC2)ccc1N=c1[n-]cc(Cl)c(=Nc2ccccc2P(C)(C)=O)[n-]1,1
COc1c(CC=C(C)CCC(=O)OCC[NH+]2CCOCC2)c([O-])c2c([O-])occ2c1C,1
CC([NH3+])C12CC3CC(CC(C3)C1)C2,1
COc1c(OCCC[NH+]2CCOCC2)ccc2c3n(c(=NC(=O)c4cnc(=N)[n-]c4)nc12)CCN3,1
C[NH+]1CCC23c4c5ccc([O-])c4OC2C(=O)CCC3C1C5,1
CC(=O)Oc1cc2c(s1)CC[NH+](C(C(=O)C1CC1)c1ccccc1F)C2,1
CCOC(=O)C(CCc1ccccc1)[NH2+]C(C)C(=O)[NH+]1C(C(=O)[O-])CC2CCCC21,1
N=c1[n-]c(=O)c2c(CCc3ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc3)c[nH]c2[n-]1,1
COc1ccc2[n-]c([S+](O)Cc3ncc(C)c(OC)c3C)nc2c1,1
CCON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CSC12)c1nc(=N[P](=O)(=O)O)s[n-]1,1
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCC[NH3+],1
N=c1ccn(CC(CO)OC[P](=O)(=O)O)c(=O)[n-]1,1
N=c1ccn(C2OC(CO)C(O)C2O)c(=O)[n-]1,1
N=c1ccn(C2OC(CO)C(O)C2(F)F)c(=O)[n-]1,1
N=c1ncn(C2OC(CO)C(O)C2O)c(=O)[n-]1,1
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,1
CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc(Cl)c1Cl,1
N=c1ncn(C2CC(O)C(CO)O2)c(=O)[n-]1,1
COC=C1CSC2C(=NC(=O)C([NH2+]OC)c3csc(=N)[n-]3)C(=O)[NH+]2C1C(=O)OC(C)OC(=O)OC(C)C,1
COCCOC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,1
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CSC12)c1ccco1,1
C[NH+](C)C(=O)Oc1cccc([N+](C)(C)C)c1,1
CC([NH2+]Cc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,1
CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1C(O)C(F)C2F,1
CS(=O)(=O)OCCCCOS(C)(=O)=O,1
N=c1[n-]c(F)nc2c1ncn2C1OC(CO[P](=O)(=O)O)C(O)C1O,1
C#CC[NH2+]C1CCc2ccccc21,1
CCCCNc1cc(C(=O)[O-])cc(S(N)(=O)=O)c1Oc1ccccc1,1
CCCNS(=O)(=O)N=c1[n-]cnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,1
CCOC(=O)c1cncn1C(C)c1ccccc1,1
CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC,1
CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)[O-],1
COc1cc(OC)cc(N(CC[NH2+]C(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,1
C#CC[NH+](C)C(C)Cc1ccccc1,1
CC1OC2(CS1)C[NH+]1CCC2CC1,1
CC(Cc1ccccc1)[NH+](C)Cc1ccccc1,1
COc1ccc(C(C[NH+](C)C)C2(O)CCCCC2)cc1,1
C=C1CCC2(O)C3Cc4ccc([O-])c5c4C2(CC[NH+]3CC2CC2)C1O5,1
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,1
COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)[NH+](C)CCC314,1
[O-]c1ccc2c3c1OC1C(O)CCC4(O)C(C2)[NH+](CC2CCC2)CCC314,1
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc([O-])c5c4C3(CC[NH+]1CC1CC1)C2O5,1
O=C1CCC2(O)C3Cc4ccc([O-])c5c4C2(CC[NH+]3CC2CC2)C1O5,1
C=CC[NH+]1CCC23c4c5ccc([O-])c4OC2C(=O)CCC3(O)C1C5,1
[O-]c1c2c(c([O-])n1CC1CCCCC1C[NH+]1CCN(c3nsc4ccccc34)CC1)C1CCC2C1,1
COc1cccc(N2CCN(C3=[NH+]c4c(F)cccc4C(CC(=O)[O-])N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,1
COc1ccccc1Oc1c(OCCO)[n-]c(-c2ncccn2)nc1=NS(=O)(=O)c1ccc(C(C)(C)C)cc1,1
Nc1ccc(C(=O)[O-])c([O-])c1,1
COc1ccccc1OCC(O)COC(N)=O,1
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,1
CCOCCP(CCOCC)CCP(CCOCC)CCOCC,1
CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[n-]n2)cc1,1
C=CC1=C(C(=O)[O-])[NH+]2C(=O)C(NC(=O)C(=NO)c3csc(=N)[n-]3)C2SC1,1
NC(=[NH2+])N=c1[n-]c(CSCCC(=[NH2+])NS(N)(=O)=O)cs1,1
CCc1c(C)[nH]c2c1C(=O)C(C[NH+]1CCOCC1)CC2,1
C[NH+](C)C(=O)NC1CCC(CC[NH+]2CCN(c3cccc(Cl)c3Cl)CC2)CC1,1
COC(=O)N(C)c1c(N)[n-]c(-c2nn(Cc3ccccc3F)c3ncccc23)nc1=N,1
COc1cccc(C2(O)CCCCC2C[NH+](C)C)c1,1
Cn1cc(-c2cc3c(N4CCN(c5ncc(C(C)([NH3+])c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,1
Cc1c([O-])c(=O)ccn1C,1
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,1
COc1cc2[n-]c(N3CC[NH+](C(=O)c4ccco4)CC3)nc(=N)c2cc1OC,1
COc1cc2c(cc1OC)C(=O)C(CC1CC[NH+](Cc3ccccc3)CC1)C2,1
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,1
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1
C[NH+](C)CCOC(c1ccccc1)c1ccccc1,1
Cn1c(=O)c2[n-]cnc2n(C)c1=O,1
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,1
C[NH2+][NH2+]Cc1ccc(C(=O)NC(C)C)cc1,1
C[NH2+]CCCN1c2ccccc2CCc2ccccc21,1
C[NH2+]CCCC1c2ccccc2C=Cc2ccccc21,1
C[NH+]1CC(=O)[NH+]2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=O,1
C[NH+]1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,1
C[NH2+]CCC(Oc1cccc2ccccc12)c1cccs1,1
C[NH+]1CCC(C(=O)c2cccc(=NC(=O)c3c(F)cc(F)cc3F)[n-]2)CC1,1
C[NH2+]C1(c2ccccc2Cl)CCCCC1=O,1
C[NH2+]C1(C)C2CCC(C2)C1(C)C,1
C[NH+]=C(C[N+](=O)[O-])NCCSCc1ccc(C[NH+](C)C)o1,1
O=c1[n-]c2ccccc2n1C1CC[NH+](CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1
C[NH+]1CC[NH+](C(=O)Oc2c3nccnc3c([O-])n2-c2ccc(Cl)cn2)CC1,1
Cc1cc2c(s1)=Nc1ccccc1NC=2[NH+]1CC[NH+](C)CC1,1
C[NH+]1CCC23c4c5ccc([O-])c4OC2C(=O)CCC3(O)C1C5,1
Cc1[n-]cnc1C[NH+]1CCc2c(c3ccccc3n2C)C1=O,1
C[NH+]1C(CSCC(F)(F)F)[NH2+]c2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,1
C[NH+]1CC[NH+](CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1
COc1cc2[n-]c(N(C)CCCNC(=O)C3CCCO3)nc(=N)c2cc1OC,1
FC(F)(F)c1ccc(CN=c2ccc(Cc3c[nH]c4ncc(Cl)cc34)c[n-]2)cn1,1
[NH3+]C(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)[O-],1
O=N[NH+](CCCl)C(=O)NCCCl,1
[NH3+]C1CO[N-]C1=O,1
C[NH+](C)CC(c1ccc([O-])cc1)C1(O)CCCCC1,1
O=C1CCc2ccc(OCCCC[NH+]3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,1
Clc1ccc2c(c1)C(N1CC[NH2+]CC1)=[NH+]c1ccccc1O2,1
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,1
NC(=[NH2+])NC(=O)Cc1c(Cl)cccc1Cl,1
NC(=[NH2+])NCc1cccc(I)c1,1
Clc1ccc2nsnc2c1NC1=[NH+]CCN1,1
O=C([O-])c1cc2ccccc2c(Cc2c([O-])c(C(=O)[O-])cc3ccccc23)c1[O-],1
NC(=O)C(c1ccccc1)(c1ccccc1)C1CC[NH+](CCc2ccc3c(c2)CCO3)C1,1
C=CC(=O)[NH+]1CCC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,1
OC(CC[NH+]1CCCCC1)(c1ccccc1)C1CCCCC1,1
N#Cc1ccc2[nH]cc(CCCC[NH+]3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,1
O=C1CC2(CCCC2)CC(=O)[NH+]1CCCC[NH+]1CCN(c2ncccn2)CC1,1
C[NH+]1CC[NH+](CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)[NH+](C)C)cc32)CC1,1
CN(Cc1cnc2[n-]c(=N)[n-]c(=N)c2n1)c1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1,1
[NH3+]C12CC3CC(CC(C3)C1)C2,1
N=c1[n-]c(N)c(C(=O)NC(N)=[NH2+])nc1Cl,1
C[NH2+]C(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)Nc3c([O-])[n-]c(c([O-])[n-]c(=C(O)O)c4cc([O-])cc([O-])c4c4cc3ccc4[O-])C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)([NH3+])C(O)C(C)O2)Oc2ccc(cc2Cl)C1O,1
NC(=O)c1cccc2cn(-c3ccc(C4CCC[NH2+]C4)cc3)nc12,1
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,1
COc1cc2[n-]c(N3CC[NH+](C(=O)C4CCCO4)CC3)nc(=N)c2cc1OC,1
COC(=O)Nc1c(N)[n-]c(-c2nn(Cc3ccccc3F)c3ncc(F)cc23)nc1=N,1
Cn1c(CCCC(=O)[O-])nc2cc(N(CCCl)CCCl)ccc21,1
Cn1nnc(-c2ccc(-c3ccc(N4CC(CO[P](=O)(=O)O)OC4=O)cc3F)cn2)n1,1
CCOC(=O)C(CCc1ccccc1)[NH2+]C(C)C(=O)[NH+]1Cc2cc(OC)c(OC)cc2CC1C(=O)[O-],1
CCC(=O)N(c1ccccc1)C1(COC)CC[NH+](CCn2nnn(CC)c2=O)CC1,1
COC1(C(=O)NC(C)c2ccc(-n3cc(F)cn3)nc2)CCC(c2nc(=Nc3cc(C)[n-]n3)cc(C)[n-]2)CC1,1
CC[NH+](CC)CCOC(=O)c1ccc(N)cc1,1
COC1C=COC2(C)Oc3c(C)c([O-])c4c([O-])c(c5c(c4c3C2=O)=NC2(CC[NH+](CC(C)C)CC2)N=5)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,1
CC[NH+](CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,1
COC1C=COC2(C)Oc3c(C)c([O-])c4c([O-])c(c(=C[NH2+][NH+]5CC[NH+](C6CCCC6)CC5)c([O-])c4c3C2=O)=NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,1
NC(=O)OCC([NH3+])Cc1ccccc1,1
CC[NH+](CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,1
CC[NH+](CC)C(=O)C1(c2ccccc2)CC1C[NH3+],1
CSCCC(N=C(O)C(CO)NC(=O)C(Cc1ccc([O-])cc1)NC(=O)C([NH3+])CO)C(=O)NC(CCC(=O)[O-])C(=O)NC(Cc1cnc[n-]1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(Cc1c[nH]c2ccccc12)C(O)=NCC(O)=NC(CCCC[NH3+])C(=O)[NH+]1CCCC1C(O)=NC(C(O)=NCC(O)=NC(CCCC[NH3+])C(O)=NC(CCCC[NH3+])C(O)=NC(CCCNC(N)=[NH2+])C(O)=NC(CCCNC(N)=[NH2+])C(=O)[NH+]1CCCC1C(O)=NC(C(O)=NC(CCCC[NH3+])C(O)=NC(C(O)=NC(Cc1ccc([O-])cc1)C(=O)[NH+]1CCCC1C(=O)[O-])C(C)C)C(C)C)C(C)C,1
CON=C1CC2(CC3CC(CC=C(C)CC(C)C=CC=C4COC5C(O)C(C)=CC(C(=O)O3)C45O)O2)OC(C(C)=CC(C)C)C1C,1
COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(C)n1)C(=O)[O-],1
CCC[NH2+]C(C)C(=O)Nc1ccccc1C,1
CSCCC(NC(=O)C(Cc1ccc(OS(=O)(=O)[O-])cc1)NC(=O)C([NH3+])CC(=O)[O-])C(=O)NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCSC)C(=O)NC(CC(=O)[O-])C(=O)NC(Cc1ccccc1)C(N)=O,1
[O-]c1ccc(C2C[NH2+]CCc3c2cc([O-])c([O-])c3Cl)cc1,1
COC(=O)CC(O)(CCCC(C)(C)O)C(=O)OC1C(OC)=CC23CCC[NH+]2CCc2cc4c(cc2C13)OCO4,1
NC(=O)OCC(COC(N)=O)c1ccccc1,1
COC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],1
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCC[NH+](CC)CC)c(I)c1,1
CCCC(=O)Nc1ccc(OCC(O)C[NH2+]C(C)C)c(C(C)=O)c1,1
CCc1nn(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,1
COC(=O)C1=C(C)N=C(C)C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],1
CCc1cc2c(cc1N1CCC([NH+]3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,1
CCc1c2c(nc3ccc(OC(=O)[NH+]4CCC([NH+]5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,1
COC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc2nonc12,1
CCOC(=O)C(CCc1ccccc1)[NH2+]C1CCc2ccccc2N(CC(=O)[O-])C1=O,1
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)[NH+]2CCCCC2C(=O)OC(C(C)CC2CCC(OC(=O)C(C)(CO)CO)C(OC)C2)CC(=O)C(C)=CC(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,1
CNc1ccc(C=Cc2ccc(OCCOCCOCCF)nc2)cc1,1
C[NH2+]C(C)C(O)c1ccccc1,1
C[NH+](C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,1
C[NH+](C)CCCN1c2ccccc2CCc2ccccc21,1
C[NH+](C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,1
C[NH+](C)CCC=C1c2ccccc2C=Cc2ccccc21,1
C[NH+](C)CCC=C1c2ccccc2COc2ccccc21,1
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,1
Clc1cccc(Cl)c1NC1=[NH+]CCN1,1
C[NH+]=C(NC#N)NCCSCc1[n-]cnc1C,1
C[NH+]=C(C[N+](=O)[O-])NCCSCc1csc(C[NH+](C)C)n1,1
O=C([O-])COCC[NH+]1CC[NH+](C(c2ccccc2)c2ccc(Cl)cc2)CC1,1
O=C(N=c1c(Cl)c[n-]cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,1
NC(=O)[NH+]1CCC(CC(=O)[NH+]2CCC(C3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,1
O=c1[n-]c2ccccc2n1CC[NH+]1CCN(c2ccc(C(F)(F)F)cc2)CC1,1
N#Cc1cccc(C([NH2+]CC2CC2)c2ccc(F)c(NC(=O)c3cc(C(F)(F)F)nn3-c3cccc(C[NH3+])c3)c2)c1,1
N=c1[n-]c(-n2cc(C(=O)[O-])c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,1
C[NH+]1CC[NH+](CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1
CCOC(=O)C(CS)[NH2+]CC[NH2+]C(CS)C(=O)OCC,1
CCC[NH2+]C1CCc2[n-]c(=N)sc2C1,1
CNc1ccc(-c2nc3ccc([O-])cc3s2)cc1F,1
CC(O)C(O)C1CNc2[n-]c(=N)[n-]c(=O)c2[NH2+]1,1
O=C(C=Cn1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)[N-]N=c1cncc[n-]1,1
C[NH+](C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)c3c(cc4c(F)cc(NC(O)C[NH+]5CCCC5)c([O-])c4c3[O-])CC12,1
CCOc1ccccc1OCC1C[NH2+]CCO1,1
CCOC(=O)C1(c2ccccc2)CC[NH+](C)CC1,1
CC[NH+](CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,1
CC(C=CC(C)C(C)(C)O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,1
CC(C)n1c(C=CC(O)CC(O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21,1
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)[O-])C21,1
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)[NH+]2C1C(=O)[O-],1
Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)[NH+]2C1SC(C)(C)C2C(=O)[O-],1
C=CCC1(C(C)C#CCC)C(=O)[N-]C(=O)N(C)C1=O,1
CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)[NH+]1CC(C2CCCCC2)CC1C(=O)[O-])C(C)C,1
CCCC(C)C1(CC)C(=O)[N-]C(=O)[N-]C1=O,1
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)[O-])CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,1
C=CCC1(C(C)CCC)C(=O)[N-]C(=O)[N-]C1=O,1
CCCC(CCC)C(=O)[O-],1
CCCCCC(O)C=CC1C(O)CC2OC(=CCCCC(=O)[O-])CC21,1
CCCCC[NH+](C)CCC(O)([P](=O)(=O)O)[P](=O)(=O)O,1
O=C(OC1C[NH+]2CCC1CC2)[NH+]1CCc2ccccc2C1c1ccccc1,1
COC1(NC(=O)Cc2cccs2)C(=O)[NH+]2C(C(=O)[O-])=C(COC(N)=O)CSC21,1
Cc1ccccc1C(OCC[NH+](C)C)c1ccccc1,1
O=S(=O)([O-])CCS,1
O=C([O-])CCCc1ccccc1,1
O=C([O-])C[NH+]1CC[NH+](CC(=O)[O-])CC[NH+](CC(=O)[O-])CC[NH+](CC(=O)[O-])CC1,1
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[n-]n2)cc1,1
CC1=C2CC(=O)C=CC2(C)C2C(O)CC3(C)C(CCC3(O)C(=O)COC(=O)CCC(=O)[O-])C2C1,1
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)[O-],1
OC(C[NH2+]CC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,1
O=C([O-])CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1,1
O=[P](=O)(O)C[NH+](CC[NH+](C[P](=O)(=O)O)C[P](=O)(=O)O)C[P](=O)(=O)O,1
